title,url,synopsis,genre,country,year
시카리오: 암살자의 도시,https://pedia.watcha.com/ko-KR/contents/m5m14vD,"하나의 작전, 서로 다른 목표. 당신이 믿었던 정의가 파괴된다. 사상 최악의 마약 조직을 소탕하기 위해 미국 국경 무법지대에 모인 FBI요원 케이트(에밀리 블런트)와 CIA 소속의 작전 총 책임자 맷(조슈 브롤린), 그리고 작전의 컨설턴트로 투입된 정체불명의 남자 알레한드로(베니치오 델 토로). 누구도 믿을 수 없는 극한 상황 속, 세 명의 요원들은 서로 다른 목표를 향해 움직인다. [제20회 부산국제영화제]",액션/범죄/드라마/미스터리/스릴러,"미국, 멕시코, 홍콩",2015
3:10 투 유마,https://pedia.watcha.com/ko-KR/contents/m6dRNbd,"서부 일대를 두려움에 몰아 넣은 악명 높은 전설의 무법자 벤 웨이드(러셀 크로우)가 아리조나주에서 체포되자, 그를 유마의 교수대로 보낼 호송대가 조직된다.. 평범한 가장 댄 에반스(크리스챤 베일)는 가족의 생계를 위해 목숨을 건 호송 작전에 자원하고… 3시 10분 유마행 열차에 도착하기까지 주어진 시간은 단 72시간! 벤 웨이드의 끈질긴 탈출시도와 그의 부하들의 필사적인 추격과 복수 속에 대원들은 하나 둘 목숨을 잃어가는 최악의 상황이 이어지는데… 과연, 댄은 3시 10분 유마행 열차에 벤을 태울 수 있을까?",액션/범죄/드라마/시대극/서부극,미국,2007
아르마딜로,https://pedia.watcha.com/ko-KR/contents/mOkEQw5,"전쟁이 당신의 피부에 스며들 정도로 중독된다! 아프가니스탄 최전선 아르마딜로 캠프에 파병된 덴마크 청년들은 설렘과 두려움으로 6개월간의 복무를 시작한다. 이러한 덴마크 병사들을 위협하는 건 눈에 보이는 탈레반 게릴라들이 아닌 매일같이 반복되는 정찰과 훈련 속에 일상화 되어버린 무료한 현실이다. 그러던 어느 날, 대원들에게 전쟁의 총성이 들려오기 시작한다. 적이 설치한 IED폭발로 인한 동료들의 부상과 죽음을 지켜보며 대원들은 점점 흥분하기 시작하고 어디서 날라올지 모르는 총탄에 대응사격 하면서 적에 대한 복수심과 분노는 고조되기 시작하는데...",다큐멘터리/전쟁,"덴마크, 스웨덴",2010
콜래트럴,https://pedia.watcha.com/ko-KR/contents/mW4LaeW,"평범한 L.A.의 택시 운전사 맥스(제이미 폭스 분)는 돈을 모아 리무진 렌탈업을 하겠다는 소박한 꿈을 갖고 살고있다. 그는 어느날 밤, 우연히 타지에서 온 승객 빈센트(톰 크루즈 분)를 자신의 택시에 태우게 된다. 빈센트는 하룻밤동안 다섯 군데를 들러 볼일을 보고 새벽 6시까지 공항에 가야 한다며 택시를 전세 내자고 한다. 두 사람은 계약을 맺고, 맥스는 하룻밤 동안 빈센트의 여정에 동행하게 된다. 그러나 그는 곧 놀라운 사실을 알게 된다. 빈센트가 말한 다섯 가지의 볼일이란 바로 사람들을 죽이는 살인청부 일이었던 것. 빈센트는 마약조직에 불리한 증언을 한 증인들과 담당 검사를 살해하기위해 L.A.에 온 청부업자였던 것이다. 맥스는 그 상황에서 벗어나고자 몸부림치지만 그럴수록 더 깊숙이 개입하게 되는데...",스릴러/액션/범죄,미국,2004
바디 오브 라이즈,https://pedia.watcha.com/ko-KR/contents/mOl6MA5,전세계적으로 일어나는 테러사건의 배후를 찾기 위해 사상 최악의 미션에 투입된 대 테러요원 페리스(레오나르도 디카프리오). 또 다른 요원 호프만(러셀 크로우)을 통해 본부의 임무를 전달 받는 그는 테러리스트의 우두머리를 잡기 위해 복잡한 감시망을 피해 다니면서 위험 속으로 뛰어 든다. 하지만 목표물에 다가갈수록 그가 발견하는 진실은 그의 목숨을 위협할 만큼이나 위험하다. 동료인 호프만까지 믿을 수 없게 된 그가 완수해야 할 최고의 미션은 “끝까지 살아남아야 한다”는 것!,액션/스릴러,미국,2008
텍사스 킬링 필드,https://pedia.watcha.com/ko-KR/contents/m5aaBl5,텍사스 강력계 형사인 마이크와 브라이언. 파트너인 둘은 또 다시 강가에서 발견된 안타까운 모습의 어린 소녀 변사체를 발견하고 연쇄살인사건을 조사하기 시작한다. 변사체의 신원이 학대 받으며 매춘부 생활을 하던 15세 소녀로 밝혀지고 유력한 용의자로 악랄한 포주가 지목된다. 심증은 있으나 물증이 없던 둘은 확증을 잡기 위해 잠복 수사를 벌인다. 한편 브라이언은 제대로 된 가정을 갖지 못하고 자란 탓에 보호 관찰 신세가 된 앤을 묵묵한 돌봐주고 있었다. 자신을 믿고 따르던 앤 역시 갑자기 사라지는데…,스릴러,미국,2011
더 로버,https://pedia.watcha.com/ko-KR/contents/mOAR3md,"모든 것이 붕괴된 호주, 이곳의 사람들은 질서도 희망도 없이 그저 하루하루를 살아갈 뿐이다. 전 재산과도 같은 차를 도난 당한 한 남자는 강도를 잡기 위해 그의 동생을 인질로 잡는다. 언제 서로를 죽일 지 모르는 아슬아슬한 두 남자의 총성과 흙먼지로 가득한 필사적인 여정이 시작되는데...",액션/범죄/드라마/SF,"호주, 미국",2014
스트리트 킹,https://pedia.watcha.com/ko-KR/contents/mdEwKGW,"톰 러들로(키아누 리브스 분)는 LA경찰국의 베테랑 형사로, 오랜 세월 거리의 범죄자들과 씨름해온 탓에 어느덧 정의감보다는 수단과 방법을 가리지 않고 닥치는 대로 사건을 해결해왔다. 내부에서조차 악명 높은 그의 스타일은 한 때 파트너였던 워싱턴과의 불화를 야기하기에 이르고.. 그러던 중 벌어진 워싱턴의 대낮 피살 사건, 하필 그 현장에 있었던 톰은 뜻밖의 총기오발 사고로 경찰에 의해 제1의 용의자로 지목될 상황에 처한다. 톰은 그를 구하지 못했다는 죄책감과 용의 선상에서 벗어나야 한다는 다급한 현실 사이에서 이제 자신과 관련된 모든 증거물들을 직접 없애가며 스스로 진범을 찾기위한 처절한 60시간의 사투를 시작하는데...",액션/범죄/드라마/스릴러,미국,2008
나크,https://pedia.watcha.com/ko-KR/contents/mpWpAKO,"디트로이트의 비밀 마약 수사대 나크(Narc)에서 활동하던 신참경찰이 총격 살해되는 사건이 발생한다. 경찰 내사팀은 마약관련 집단에서 비밀경찰로 활동하다 총기오발사고를 일으켜 정직 처분 중인 닉 텔리스(제이슨 패트릭)에게 사면을 조건으로 사건을 맡긴다. 닉 텔리스는 마약밀매단에 잠입해 범인을 쫓던 중 오발로 임산부를 총격, 태아를 사망케 했던 것. 안 그래도 나크 일을 반대하는 아내와 자책감에 빠져 있던 닉은 이 일만 해결하면 내근직을 주겠다는 상부의 꼬임에 넘어가 죽은 경찰의 파트너였고 시체를 처음 발견한 당사자인 헨리 오크(레이 리오타)와 한 팀을 이루게 된다. 용의선상에 있는 마약 판매상을 중심으로 수사가 시작되고 두 형사는 마약범들의 소굴에서 경찰배지와 경찰에게 지급되는 총기들을 다량 발견하게 된다. 사건의 배후에 경찰이 개입되어 있다는 물증과 함께 파트너인 헨리마저 사건에 대해 뭔가를 숨기고 있다는 의혹을 품게 된 닉. 유력한 용의자에 대한 제보를 확보한 닉과 헨리는 겨우 영장을 확보해 이들을 급습하는데 성공하지만, 이들을 통해 드러난 충격적 진실은 닉과 헨리의 운명을 바꿔 놓는데...",스릴러,미국,2002
레스트레포,https://pedia.watcha.com/ko-KR/contents/m5GYXnO,미국 군대 역사상 가장 위험한 지역중 하나로 꼽히는 아프가니스탄 코렌갈 계곡. 어느 미국군 부대의 15개월을 그대로 담았다.,다큐멘터리/전기/역사/전쟁,미국,2010
리댁티드,https://pedia.watcha.com/ko-KR/contents/m5YeXR5,"일촉즉발의 이라크. 미해병대 소속의 플레이크, 러쉬, 샐리, 맥코이, 가브리엘은 다름없이 검문소를 지키고 있다. 폭탄도 총격전도 일상이 되어가는 이들에게 낮에 봤던 이라크 소녀는 새로운 화제거리다. 어느 밤, 카드놀이를 하며 맥주를 마시던 5명의 군인들은 술기운에 급기야 무기를 무장한 채 그 소녀의 집으로 향하는데...",범죄/스릴러/전쟁,"미국, 캐나다",2007
인터내셔널,https://pedia.watcha.com/ko-KR/contents/md76QvO,"전세계 190개국을 장악한 다국적 은행, 그들의 블랙 머니 게임을 방해하는 자는 모두 제거당한다! 직장동료의 갑작스런 죽음에 혼란스러운 인터폴 형사 루이 샐린저(클라이브 오웬). 그는 돈 세탁, 무기 거래, 테러 등 전 세계적으로 일어나고 있는 범죄가 실은 세계 금융권에서 가장 영향력 있는 IBBC은행과 관련되어 있다는 첩보를 입수하고 맨하탄 지방 검사관 엘레노어 휘트먼(나오미 왓츠)과 함께 수사를 시작한다. 베를린에서 밀라노, 뉴욕, 이스탄불까지 불법적인 자금의 흐름을 추적하던 샐린저와 휘트먼은 IBBC 은행의 실체에 조금씩 다가서게 되고, 그들이 미국정부는 물론, CIA, 러시아 범죄조직의 비호를 받으며 금융테러와 전쟁을 위해 심지어 살인까지도 서슴지 않음을 알게 된다. IBBC 은행의 실체를 파헤치기 위한 샐린저와 휘트먼의 세계를 넘나드는 치열한 추격전은 그들의 목숨까지도 위협하는데…… 누구도 통제할 수 없는 음모… 싸움의 룰을 바꿔라!",액션/범죄/드라마/미스터리/스릴러,"미국, 독일, 영국, 프랑스",2009
엔드 오브 왓치,https://pedia.watcha.com/ko-KR/contents/mW4AkgO,거리를 수호하는 형제처럼 절친한 경찰관 브라이언 테일러(제이크 질렌할)와 마이크 자발라(마이클 페나). 서로를 위해서라면 언제든지 등을 맡기고 목숨을 내걸 준비가 되어 있는 이 둘의 평범하지만 고된 근무가 어느 날 순찰 중 마약조직의 아지트를 우연히 발견하게 되면서 돌이킬 수 없는 덫으로 빠져든다. 조직을 건드린 보복으로 LA 최강의 마약 범죄조직의 추격을 받게 된 두 사람. 그들의 가장 기나긴 근무가 시작된다!,액션/범죄/드라마/스릴러,미국,2012
카운슬러,https://pedia.watcha.com/ko-KR/contents/m5QMol5,"젊고 유능한 변호사 ‘카운슬러’(마이클 패스벤더)는 아름다운 약혼녀 로라(페넬로페 크루즈)에게 프로포즈하기 위해 최고급 다이아몬드 반지를 마련한다. 호화로운 삶에 빠진 타락한 사업가 라이너(하비에르 바르뎀)는 재정 위기에 몰린 카운슬러를 유혹해 쉽게 돈을 벌 수 있는 마약밀매 사업을 제안한다. 라이너가 소개한 미스터리한 마약 중개인 웨스트레이(브래드 피트)는 지독한 범죄세계에 발을 들여놓는 카운슬러에게 경고하고, 라이너의 치명적인 여자친구인 말키나(카메론 디아즈)는 그들 주변을 맴도는 가운데, 운반 중이던 거액의 마약이 사라지는 일이 벌어지는데…",범죄/드라마/스릴러,"영국, 미국",2013
히트,https://pedia.watcha.com/ko-KR/contents/mmObnQO,LA 경찰국 강력계의 빈센트 한나(알 파치노) 반장은 두 번의 이혼 경력과 순탄치 않은 세 번째 결혼생활로 불안하고 우울한 일상을 이어간다. 어느 날 특급 우편 차량을 급습하는 사건이 일어나고 호송 요원 세 명이 무참히 살해되자 한나는 특유의 예리한 감으로 닐 맥컬리(로버트 드 니로)의 존재를 찾아낸다. 자신의 팀원들을 가족처럼 보살피는 빈틈없는 프로 범죄자 닐은 자신을 쫓는 한나를 비웃듯 따돌리고 닐의 용의주도하고 프로페셔널한 면모에 한나는 닐에 대한 관심과 승부욕이 생기기 시작하는데… 액션의 전설이 다시 부활한다!,액션/범죄/드라마,미국,1995
드라이브,https://pedia.watcha.com/ko-KR/contents/m5n4oYO,오직 드라이브에 삶의 의미를 두고 조용히 살아가던 한 남자(라이언 고슬링). 또 하나의 삶의 의미가 된 여인(캐리 멀리건)이 위험에 빠지고 그녀를 지키기 위해 비극적 사건에 휘말리게 된다. 숨막히는 폭력과 치열한 사투를 벌이던 그는 서서히 자신의 숨겨져 있던 냉혹한 본성과 마주하게 되는데…,액션/드라마/범죄/로맨스,미국,2011
블랙 호크 다운,https://pedia.watcha.com/ko-KR/contents/mVWz0Pd,"UN 평화유지작전의 일환으로 1993년 동아프리카 소말리아의 수도 모가디슈에 파견된 최정예 미군 부대원들이 소말리아 민병대에 의해 공습당하면서 19명의 사상자를 낸다. 당시 소말리아에는 UN이 제공하는 구호식량을 착취할 목적으로 동포를 굶어 죽이는 민병대장이 전횡을 휘두르고 있었고, UN은 정예부대를 파견해 민병대장의 두 최고 부하를 납치하려다 실패한다. 무적의 전투헬기 블랙 호크 슈퍼 16과 블랙 호크 슈퍼 64가 소말리아 민병대에 의해 격추당하고, 제임스 장군은 단 한 명의 생존자도, 단 한 점의 살점도 남기지 말라고 명령, 최후의 순간까지 자존심을 건 전투를 펼치는데...",드라마/역사/전쟁,"미국, 영국",2001
더 브레이브,https://pedia.watcha.com/ko-KR/contents/mdMwYkW,"14세 소녀 ‘매티’(헤일리 스타인펠드)는 자신의 아버지를 잔인하게 살해한 무법자 ‘톰 채니’(조쉬 브롤린)에게 복수를 다짐하고 젊은 시절 악명 높았던 연방보안관 ‘카그번’ (제프 브리지스)을 고용해 그의 뒤를 쫓기 시작한다. 그러나 술주정뱅이 ‘카그번’은 그녀를 계속 실망시키고, 여기에 현상금을 노린 텍사스 특수경비대원 ‘라 뷔프’(맷 데이먼)까지 가세해 무법자 ‘톰 채니’를 잡기 위한 위험한 동행이 시작된다. 어울릴 것 같지 않는 그들이 미국 서부를 배경으로 숨막히는 추격전을 시작한다!",모험/서부극/드라마,미국,2010
제로 다크 서티,https://pedia.watcha.com/ko-KR/contents/m5Doj0d,"미 정보부는 9/11 이후 매년 거액의 예산을 쏟아 붓지만, 오사마 빈 라덴은 흔적조차 찾을 수 없다. 정보수집과 분석에 탁월한 감을 가진 CIA 신입요원 ‘마야'(제시카 차스테인)는 파키스탄에 투입되어 순수한 열정으로 작전에 임하지만 실마리는 잡힐 듯 잡히지 않는다. 그렇게 한 가지 목표에만 매달리기를 5년째, 함께 일하던 동료들은 지쳐 돌아가거나 작전 중에 목숨을 잃는다. 설상가상 테러리스트의 제거 대상 블랙리스트에 올라 공격까지 받게 되지만, 마야는 마침내 타겟의 위치를 찾아낸다. 하지만 그녀는 고위 관리자들 및 정치인들에게 자신의 가설을 입증해야하는 어려움에 봉착한다. '그 여자애'(the girl) 마야가 수 년을 들여 찾아낸 '그'의 위치, 거기엔 그가 있을까? 마야는 일관되게 강한 자신감을 보이고 마침내 미국 최고의 특수정예부대가 작전에 투입되기에 이른다.",드라마/역사/스릴러/전쟁/액션,"미국, 아랍 에미리트 연합국",2012
노인을 위한 나라는 없다,https://pedia.watcha.com/ko-KR/contents/m5XMJ1W,"르웰린 모스(조쉬 브롤린)는 총격전이 벌어진 끔찍한 현장에서 우연히 이백만 달러가 들어있는 가방을 손에 넣는다. 그러나 이 가방을 찾는 또 다른 이가 있었으니 바로 살인마 안톤 시거(하비에르 바르뎀). 그리고 이들의 뒤를 쫓는 보안관 벨(토미 리 존스)까지 합세하면서 누구도 피할 수 없는, 목숨을 건 추격전이 시작된다. ​",범죄/드라마/스릴러,미국,2007
사보타지,https://pedia.watcha.com/ko-KR/contents/mWv8PZd,"마약검거반 특수부대 최정예 팀 브라보! 애틀랜타 거대 마약 조직을 급습하는 위험한 작전 수행 중 거액의 현금이 보관된 금고를 비밀리에 습격하려는 계획을 세우지만 교전 중 팀원 한 명이 사망하고, 빼돌린 천만 달러까지 흔적 없이 사라져 버린다. 결국 리더 존 브리쳐(아놀드 슈왈제네거)는 다시 팀원들을 소집하게 되고, 팀 브라보의 재결합 축하파티가 열린 그 날 밤 팀원 파이로(맥스 마티니)가 잔인하게 살해 당한다. 숨 쉴 틈도 없이 그 이튿날, 또 한 명의 팀원 넥(조쉬 홀로웨이)마저 처참한 주검으로 발견된다. 정체 모를 적으로부터 팀원들의 목숨이 위협받는 전대미문의 사건! 이 사건을 맡은 담당형사 '캐롤라인'은 자신을 적대시 하고 협조하지 않는 브라보 팀원들로 인해 난항을 겪던 중 특수요원의 충격적 비밀을 감지하게 되는데...",액션/범죄/드라마/스릴러,미국,2014
엘리트 스쿼드 2,https://pedia.watcha.com/ko-KR/contents/mdRyYDO,"적은 항상 그들 내부에 있었다! 브라질의 S.W.A.T팀으로 불리는 ‘보피’부대는 브라질 최악의 갱들만을 수감하는 감옥 ‘반구 원’에서 폭동이 발생하자 이를 진압하기 위해 곧바로 투입된다. ‘보피’의 팀장인 ‘나시멘투’ 대령은 대원들을 감옥 주요 진입로에 배치시키고 작전을 지휘한다. 그러나 인권문제로 인한 후폭풍이 두려운 나머지 정부는 진압 명령을 내리지 않고 ‘보피’를 대기시킨다. 이 때, 인권협회장인 ‘프라가’가 사건의 원만한 해결을 위해 ‘반구 원’ 감옥에 도착하고 폭동의 주동자인 ‘베이라다’와 협상을 벌인다. 협상의 내용은 인질로 잡혀 있는 교도관 2명을 풀어주면 사건을 원하는 방향으로 정리해 주겠다는 것. 이에 ‘베이라다’가 인질 2명을 풀어주는 순간 ‘나시멘투’의 대기 명령을 어긴 ‘마티아즈’ 대위의 발포로 ‘베이라다’가 총에 맞아 즉사하고 폭동은 진압된다. 그러나 이 장면을 목격한 인권협회장 ‘프라가’는 현장의 모든 일을 언론에 폭로하게 되고, 이 사건으로 인해 ‘나시멘투’를 징계하자는 의견이 인권협회와 좌파 정치인 사이에 대두 되지만 국민들은 악랄한 갱단의 두목이 제거된 것에 환호하며 오히려 ‘나시멘투’를 지지하는 목소리가 높아진다. 이에 정부는 ‘나시멘투’를 ‘보피’부대 사령관에서 보직 해임하는 대신 정보부 차관으로 승진 발령시켜 사태 진압에 나서는데...",액션/범죄/드라마/스릴러,브라질,2010
헤이와이어,https://pedia.watcha.com/ko-KR/contents/mOP0PwO,"'말로리 케인'은 미국 정부에 고용된 고도로 훈련된 여성 첩보요원이다. 스페인 '바르셀로나'에서 임무를 수행하던 그녀는 억류되어있던 중국 기자를 구출해내는데 성공하고, 또 다른 극비 미션을 수행하기 위해 아일랜드의 '더블린'으로 파견된다. 하지만 '더블린'에서의 계획은 빗나가고 '말로리'는 자신이 배신당했다는 것과 자신의 가족이 위험에 처했다는 사실을 알게 된다. 그녀는 암살자들에게 자신의 모든 일거수일투족이 감시 당하고 있음을 직감하고 도망칠 수 밖에 없는 상황에 직면하고, 살아남기 위해서는 반드시 진실을 밝혀야만 하는데...그녀를 노리는 이는 누구이며, 감춰진 진실은 과연 무엇인가?",액션/드라마/스릴러,"아일랜드, 미국",2011
라이언 일병 구하기,https://pedia.watcha.com/ko-KR/contents/mYdE4GO,1944년 6월 6일 노르망디 상륙 작전. 오마하 해변에 대기하고 있던 병사들은 한치 앞도 내다볼 수 없는 긴장된 상황과 두려움을 감출 수 없었다. 노르망디 해변을 응시하는 밀러 대위와 가장 어려운 임무를 수행해야할 두려움에 지친 그의 대원들... 몇번의 죽을 고비를 넘기고 맡은 바 임무를 완수하지만 3형제가 전사하고 적진에서 실종된 유일한 생존자인 막내 라이언 일병을 위한 미 행정부의 특별한 임무를 맡게된다.단 한명의 목숨을 구하기 위해 여덟 명이 위험을 감수해야할 상황에서 대원들은 과연 라이언 일병 한 명의 생명이 그들 여덟 명의 생명보다 더 가치가 있는 것인지 끊임없는 혼란에 빠진다. 하지만 지휘관으로서 작전을 끝까지 책임지고 성공적으로 완수해야 할 밀러는 부하들을 설득해 다시 라이언 일병이 있다는 곳으로 향한다. 마침내 극적으로 라이언 일병을 찾아낸다. 하지만 라이언은 다리를 사수해야할 동료들을 사지에 남겨두고 혼자 돌아가는 것을 거부하는데....,전쟁/액션/드라마,미국,1998
뮌헨,https://pedia.watcha.com/ko-KR/contents/mJO1kx5,"전 세계의 이목이 집중된 1972년 뮌헨올림픽. 모두가 스포츠의 환희와 감동에 열광하는 가운데 끔찍한 인질 사건이 발생한다. 이 사건은 전 세계에 TV로 생중계가 되고, 팔레스타인 무장 조직 ‘검은 9월단’은 인질로 잡았던 이스라엘 선수단 11명을 살해한다. 전 세계는 엄청난 충격과 혼란에 휩싸이고, 팔레스타인은 이제 세계가 그들의 목소리로 귀기울이게 되었다고 자축한다. 하지만, 팔레스타인에 대한 보복을 결심한 이스라엘은 ‘검은 9월단’이 했던 것처럼 세계인의 이목을 끌 수 있는 비밀 공작을 준비하게 되고…. 이스라엘 정보기관 ‘모사드’는 최정예 요원들을 소집, 기록조차 없는 비밀 조직을 만들고 ‘검은 9월단’에 대한 복수를 명령한다. 조국애가 깊은 ‘모사드’ 출신 비밀 요원 ‘애브너(에릭 바나)’를 리더로 도주, 폭발물, 문서위조, 뒷처리를 담당하는 전문가들로 암살팀을 구성한다. 뮌헨 사건의 배후 인물로 지목된 팔레스타인인은 모두 11명. 이스라엘 비밀 요원들은 이들을 한 명씩 찾아내 치밀한 복수를 시작한다. 하지만 그들은 목표물을 제거할수록 조국의 임무와 복수의 정당성 사이에서 고민하기 시작하고, 살인에 대한 죄책감을 느낀다. 동시에 자신들 또한 누군지 모르는 암살팀의 표적으로 쫓기게 되는 아이러니한 상황에 빠져든다. 애브너와 비밀 요원들은 점점 더 큰 두려움과 죄책감에 사로잡혀가는데….",액션/드라마/역사/스릴러,"프랑스, 캐나다, 미국",2005
엘리트 스쿼드,https://pedia.watcha.com/ko-KR/contents/m5xJR3O,"1980년대 중반 폴란드 출신 교황 바오로 6세가 브라질 리우데자네이로에 세 번째 방문을 하는데 하필 유명한 슬럼가 favela 역의 한 호텔에 묵는다고 고집을 피운다. 국민의 95% 이상이 천주교인이기 때문에 교황이 위태로워져서도 안되고 한 방의 총소리도 근처에서 들리지 않게 하기 위해 브라질 정부는 몸살이 난다. 교황방문 6개월 전, 극심한 부패로 경외와 경멸을 동시에 받으며 경찰 위신은 바닥에 떨어져 있는 상태에 언제 어디서 총을 맞을지 모르는 이 지역에 두 명의 경찰 신참이 들어오는데...",액션/범죄,"미국, 브라질, 네덜란드, 아르헨티나",2007
달콤한 인생,https://pedia.watcha.com/ko-KR/contents/mLOPva5,"서울 하늘 한 켠, 섬처럼 떠 있는 한 호텔의 스카이라운지. 그 곳은 냉철하고 명민한 완벽주의자 선우의 작은 성이다. '왜'라고 묻지 않는 과묵한 의리, 빈틈 없는 일 처리로 보스 강사장의 절대적 신뢰를 획득, 스카이라운지의 경영을 책임지기까지, 그는 꼬박 7년의 세월을 바쳤다. 룰을 어긴 자는 이유를 막론하고 처단하는 냉혹한 보스 강사장. 그런 그에게는 남들에게 말 못 할 비밀이 하나 있다. 젊은 애인 희수의 존재가 바로 그것. 그녀에게 딴 남자가 생긴 것 같다는 의혹을 가진 강사장은 선우에게 그녀를 감시, 사실이면 처리하라고 명령하는데...",액션/범죄/드라마,한국,2005
허트 로커,https://pedia.watcha.com/ko-KR/contents/mwWLm0O,"이라크에서 특수 임무를 수행하는 폭발물 제거반 EOD팀. 작전 도중 폭발 사고로 분대장을 잃은 팀에 새로운 분대장 ‘제임스’가 부임하지만, 폭탄보다 더 위험한 단독적인 행동으로 인해 갈등을 겪는데... 제대까지 남은 시간 D-38. 기꺼이 킬존을 선택한 한 남자의 이야기가 시작된다!",드라마/스릴러/전쟁,미국,2008
온리 갓 포기브스,https://pedia.watcha.com/ko-KR/contents/mW9EaKW,환락과 폭력으로 물든 도시 방콕에서 복싱장을 운영하는 ‘줄리안’(라이언 고슬링)은 마약밀매를 하던 형 ‘빌리’가 잔인하게 살해당하자 범인을 찾아 나선다. 아들의 장례식을 위해 방콕으로 온 ‘크리스탈’(크리스틴 스콧 토마스)은 ‘줄리안’에게 형을 죽인 사람을 찾아 당장 죽일 것을 지시한다. ‘빌리’의 죽음의 이유를 찾던 ‘줄리안’은 형의 죽음의 배후에 ‘악마’라 불리는 전직 경찰 ‘챙’이 연루되어 있음을 알게 되는데...,액션/범죄/드라마,"덴마크, 프랑스, 미국, 스웨덴, 벨기에",2013
러닝 스케어드,https://pedia.watcha.com/ko-KR/contents/mXOgwzO,"미국 뉴저지주. 이태리 마피아 조직원이자 한집안의 가장으로 2중 생활을 하는 ‘조이’(폴워커)는 어느 날 마약거래 현장에서 돈을 훔치려는 부패 경찰과 일대 총격전을 벌인다. 사건 후 보스 타미는 범행에 사용된 권총을 없애버리라는 명령을 내리지만 조이는 믿을 수 없는 보스에 대한 일종의 대비책으로 은색 크롬을 자신의 지하실에 숨기게 된다. 그러나 지하실에서 조이의 아들과 함게 놀던 옆집 아이 올렉(카메론 브라이트)은 그 총을 훔쳐가고 평소 자신과 친어머니를 괴롭히던 양아버지를 쏘고는 그대로 도망을 친다. 총을 맞은 양아버지는 다름아닌 조이의 조직과 경쟁하고 있는 러시아 마피아. 부패한 경찰 라이델과 이태리 마피아 보스의 아들 토미, 그리고 러시아 마피아단 유고스키 패밀리가 혈안이 되어 올렉을 찾고 자신을 찾는 무리들을 피해 ‘올렉’은 여러 번 죽을 고비를 넘기며 도망친다. 한편, 아무도 몰래 총을 찾기위해 미친듯이 올렉을 찾아다니던 조이는 올렉에게 연민의 정을 느끼게되고 그의 목숨을 구하기 위해 혼신의 힘을 다하지만 결국 두 마피아단에게 덜미를 잡히게되는데…",액션/범죄/드라마/스릴러,"독일, 미국",2006
타운,https://pedia.watcha.com/ko-KR/contents/m5NEaLd,"범죄마저 대물림 되는 미국 최대 범죄도시 보스턴. 실패를 모르는 최고 은행 강도단의 리더 ‘더그(벤 애플렉)’는 우연히 자신이 인질로 잡았던 여자를 사랑하게 된다. 그녀를 사랑하게 되면서 더그는 보스턴을 벗어나 새로운 삶을 꿈꾸지만, 죽음이 아니고서는 절대 보스턴을 떠날 수 없다는 조직의 수칙이 그를 얽맨다. 결국 그는 거액이 걸린 마지막 한탕을 앞두고 조직에 대한 배신, 그리고 FBI까지 얽힌 피할 수 없는 전쟁을 선포하는데…",범죄/드라마/스릴러,미국,2010
블러드 다이아몬드,https://pedia.watcha.com/ko-KR/contents/m2Wy61O,"아무도 막을 수 없다 2007년, 최강의 다이나믹 액션! 피의 다이아몬드를 둘러싼 2007년 최강 다이나믹 액션 무기구입을 위해 밀수거래를 일삼던 용병 대니 아처(레오나르도 디카프리오)는 다이아몬드 광산에서 강제노역을 하던 솔로몬(디몬 하운수)이 유래 없이 크고 희귀한 다이아몬드를 발견해 숨기고 있다는 사실을 알게 된다. 아처는 그 다이아몬드가 일생일대의 발견이라는 것과 폭력과 난동이 난무하는 아프리카에서 벗어날 기회를 줄 것임을 알고 다이아몬드를 손에 넣기 위해 그에게 접근한다. 하지만 이 다이아몬드는 솔로몬에게 소년병으로 끌려간 아들을 구하기 위한 목숨보다 소중한 것! 다이아몬드를 숨긴 사실이 발각될 즉시 사살 당할 것을 알았지만 솔로몬은 이를 은폐한다. 지상최대의 다이아몬드를 사수하라! 매디 보웬(제니퍼 코넬리)은 시에라리온에서 폭리를 취하는 다이아몬드 산업의 부패를 폭로하면서 분쟁 다이아몬드 이면에 숨겨진 진실을 밝히려고 하는 이상주의적 열혈 기자. 매디는 정보를 얻기 위해 아처를 찾지만 이내 그가 자신을 더 필요로 한다는 것을 알게 된다. 결국 아처는 매디의 도움으로 솔로몬과 함께 반란 세력의 영토를 통과하기로 결정한다. 아처는 죽음이 도사리고 있는 아프리카를 벗어나기 위해, 솔로몬은 가족을 위해, 매디는 진실을 위해… 그들의 운명을 건 위험한 모험이 시작된다!",액션/드라마/스릴러,"미국, 독일, 영국",2006
